Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
173,6.324,1804,0,0,295,0,4082,0,0.47,0.40,1.00,124.00,24.50,25.25,88,55,16.08,3.08,14.06,4.55,0.31,OFF
174,6.355,1809,0,0,311,0,4082,0,0.47,0.41,1.00,129.00,24.50,25.25,88,55,15.50,2.84,14.06,4.57,0.33,OFF
175,6.404,1809,0,0,311,0,4082,0,0.47,0.41,1.00,129.00,24.50,25.25,88,55,15.55,2.86,13.96,4.55,0.33,OFF
176,6.435,1808,0,0,295,0,4082,0,0.47,0.41,1.00,129.25,24.50,25.25,88,55,15.55,2.86,13.96,4.57,0.31,OFF
177,6.497,1802,0,0,295,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,15.89,3.00,13.87,4.55,0.31,OFF
178,6.519,1806,0,0,311,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,15.31,2.76,13.87,4.57,0.33,OFF
179,6.55,1808,0,0,311,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,15.69,2.92,14.06,4.55,0.33,OFF
180,6.58,1799,0,0,311,0,4082,0,0.47,0.41,1.00,129.00,24.50,25.25,88,55,15.05,2.65,14.06,4.55,0.33,OFF
181,6.609,1806,0,0,295,0,4082,0,0.47,0.41,1.00,129.00,24.50,25.25,88,55,15.05,2.65,14.06,4.57,0.31,OFF
182,6.633,1795,0,0,311,0,4082,0,0.47,0.41,1.00,128.75,24.25,25.00,88,55,15.45,2.82,14.16,4.57,0.33,OFF
183,6.665,1799,0,0,311,0,4082,0,0.47,0.41,1.00,128.75,24.50,25.25,88,55,15.98,3.04,14.16,4.57,0.33,OFF
184,6.689,1801,0,0,311,0,4082,0,0.47,0.41,1.00,128.75,24.50,25.25,88,55,15.50,2.84,14.16,4.57,0.33,OFF
185,6.744,1811,0,0,311,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,15.55,2.86,13.87,4.57,0.33,OFF
186,6.764,1809,0,0,295,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,15.74,2.94,13.87,4.57,0.31,OFF
187,6.794,1809,0,0,311,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.25,88,55,16.13,3.10,14.06,4.55,0.33,OFF
188,6.844,1816,0,0,295,0,4082,0,0.47,0.41,1.00,129.00,24.75,25.50,88,55,15.89,3.00,14.06,4.55,0.31,OFF
189,6.874,1823,0,0,295,0,4082,0,0.47,0.41,1.00,129.00,24.75,25.50,88,55,15.93,3.02,13.67,4.55,0.31,OFF
190,6.906,1809,0,0,311,0,4082,0,0.47,0.42,1.00,130.00,24.50,25.25,88,55,15.55,2.86,13.67,4.57,0.33,OFF
191,6.938,1823,0,0,295,0,4082,0,0.47,0.42,1.00,130.00,24.75,25.50,88,55,15.50,2.84,13.67,4.57,0.31,OFF
192,6.969,1818,0,0,311,0,4082,0,0.47,0.40,1.00,124.75,24.75,25.50,88,55,15.19,2.71,13.87,4.57,0.33,OFF
193,7.018,1831,0,0,295,0,4082,0,0.47,0.41,1.00,129.50,25.00,25.75,88,55,15.55,2.86,13.87,4.57,0.31,OFF
194,7.049,1813,0,0,295,0,4082,0,0.47,0.40,1.00,124.25,24.75,25.50,88,55,15.93,3.02,13.87,4.55,0.31,OFF
195,7.096,1813,0,0,295,0,4082,0,0.47,0.41,1.00,129.50,24.50,25.50,88,55,15.93,3.02,13.87,4.57,0.31,OFF
196,7.129,1804,0,0,328,0,4082,5,0.71,0.41,1.00,129.50,24.75,25.25,88,55,15.69,2.92,14.06,4.55,0.35,OFF
197,7.176,1806,0,0,815,0,4082,16,1.14,0.87,1.00,272.75,20.75,21.50,88,55,15.89,3.00,14.06,4.55,0.94,OFF
198,7.208,1744,0,0,945,0,4082,16,1.14,0.98,1.00,307.25,15.50,16.25,88,55,15.50,2.84,13.77,4.57,1.10,OFF
199,7.256,2085,0,0,978,0,4082,11,0.92,0.85,1.00,267.75,16.50,17.25,88,55,15.55,2.86,13.77,4.57,1.14,OFF
200,7.292,2626,0,0,815,0,4082,0,0.47,0.74,2.00,230.75,25.00,25.75,88,55,15.50,2.84,13.96,4.55,0.94,OFF
201,7.322,2906,0,0,669,0,4082,0,0.47,0.67,2.00,208.00,28.75,29.50,88,55,15.14,2.69,13.96,4.55,0.76,OFF
202,7.352,3073,0,0,571,0,4082,0,0.47,0.60,2.00,188.50,31.50,32.25,88,55,15.50,2.84,13.96,4.57,0.65,OFF
203,7.376,3205,0,0,458,0,4082,0,0.47,0.55,1.00,171.75,36.00,36.75,88,55,16.08,3.08,14.06,4.57,0.51,OFF
204,7.405,3318,0,0,376,0,4082,0,0.47,0.48,1.00,150.00,37.75,38.50,88,55,15.89,3.00,14.06,4.55,0.41,OFF
205,7.436,3348,0,0,344,0,4082,0,0.47,0.46,1.00,143.50,38.00,38.75,88,55,17.30,3.84,14.06,4.55,0.37,OFF
206,7.468,3378,0,0,295,0,4082,0,0.47,0.43,1.00,134.00,38.25,39.00,88,55,17.30,3.88,14.06,4.55,0.31,OFF
207,7.515,3390,0,0,263,0,4082,0,0.47,0.39,1.00,122.75,38.25,39.00,88,55,17.30,3.88,14.06,4.57,0.27,OFF
208,7.548,3372,0,0,246,0,4082,0,0.47,0.38,1.00,118.50,38.00,38.75,88,55,16.08,3.08,13.96,4.55,0.25,OFF
209,7.596,3277,0,0,230,0,4082,0,0.47,0.36,1.00,114.75,37.50,38.25,88,55,15.74,2.94,13.96,4.57,0.24,OFF
210,7.63,3221,0,0,214,0,4082,0,0.47,0.36,1.00,114.75,37.25,38.00,88,55,16.13,3.10,14.06,4.55,0.22,OFF
211,7.678,3167,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,37.00,37.75,88,55,17.30,3.84,14.06,4.57,0.22,OFF
212,7.707,3088,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,36.25,37.00,88,55,17.30,3.84,14.06,4.57,0.22,OFF
213,7.756,2995,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,35.75,36.50,88,55,17.30,3.88,14.06,4.55,0.22,OFF
214,7.787,2906,0,0,214,0,4082,0,0.47,0.35,1.00,110.75,35.25,36.00,88,55,16.63,3.31,13.87,4.55,0.22,OFF
215,7.835,2849,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,35.00,35.75,88,55,16.13,3.10,13.87,4.57,0.22,OFF
216,7.868,2794,0,0,214,0,4082,0,0.47,0.35,1.00,110.75,34.50,35.25,88,55,15.31,2.76,13.96,4.57,0.22,OFF
217,7.901,2697,0,0,214,0,4082,0,0.47,0.35,1.00,110.25,34.00,34.75,88,55,15.55,2.86,13.96,4.55,0.22,OFF
218,7.932,2659,0,0,230,0,4082,0,0.47,0.36,1.00,113.75,34.00,34.75,88,55,15.50,2.84,13.96,4.55,0.24,OFF
219,7.963,2579,0,0,230,0,4082,0,0.47,0.36,1.00,113.50,33.25,34.00,88,55,15.31,2.76,13.87,4.55,0.24,OFF
220,8.013,2503,0,0,230,0,4082,2,0.59,0.49,1.00,153.50,33.00,33.75,88,55,15.19,2.71,13.87,4.57,0.24,OFF
221,8.043,2480,0,0,620,0,4082,19,1.25,0.70,1.00,220.50,27.00,33.50,88,55,15.29,2.75,13.96,4.57,0.71,OFF
222,8.094,2334,0,0,1027,0.2,4082,30,1.71,1.06,2.00,331.25,17.00,17.75,88,55,15.89,3.00,13.96,4.57,1.20,OFF
223,8.125,2503,0,0,1027,0.2,4082,30,1.71,1.05,2.00,327.50,18.50,19.25,88,55,16.08,3.08,13.77,4.57,1.20,OFF
224,8.188,3266,0,0,897,0,4082,14,1.06,0.84,2.00,261.00,26.75,27.50,88,55,16.13,3.10,14.06,4.57,1.04,OFF
225,8.219,3612,0,0,766,0,4082,14,1.06,0.73,2.00,228.25,30.50,31.25,88,55,15.50,2.84,14.06,4.55,0.88,OFF
226,8.269,3964,0,0,506,0,4082,0,0.47,0.56,2.00,176.50,38.00,38.75,88,55,16.03,3.06,14.06,4.57,0.57,OFF
227,8.299,4102,0,0,425,0,4082,0,0.47,0.54,2.00,170.00,42.00,42.75,88,55,15.55,2.86,13.77,4.55,0.47,OFF
228,8.347,4280,0,0,344,0,4082,0,0.47,0.44,2.00,138.00,42.00,42.75,88,55,15.31,2.76,13.77,4.55,0.37,OFF
229,8.378,4280,0,0,311,0,4082,0,0.47,0.42,1.00,130.00,42.00,42.75,88,55,15.79,2.96,13.67,4.55,0.33,OFF
230,8.427,4280,0,0,279,0,4082,0,0.47,0.39,1.00,121.25,42.00,42.75,88,55,15.69,2.92,13.67,4.55,0.29,OFF
231,8.447,4271,0,0,263,0,4082,0,0.47,0.39,1.00,122.25,42.00,42.75,88,55,16.08,3.08,13.77,4.55,0.27,OFF
232,8.475,4251,0,0,263,0,4082,0,0.47,0.37,1.00,116.50,42.00,42.75,88,55,15.55,2.86,13.77,4.55,0.27,OFF
233,8.523,4139,0,0,246,0,4082,0,0.47,0.38,1.00,118.00,42.00,42.75,88,55,15.60,2.88,13.87,4.55,0.25,OFF
234,8.554,4076,0,0,263,0,4082,0,0.47,0.38,1.00,118.50,42.00,42.75,88,55,15.74,2.94,13.87,4.57,0.27,OFF
235,8.603,4102,0,0,263,0,4082,0,0.47,0.38,1.00,119.75,42.00,42.75,88,55,15.55,2.86,13.96,4.57,0.27,OFF
236,8.639,4040,0,0,263,0,4082,0,0.47,0.37,1.00,115.50,42.00,42.75,88,55,15.36,2.78,13.96,4.57,0.27,OFF
237,8.685,3980,0,0,246,0,4082,0,0.47,0.38,1.00,120.75,41.75,42.50,88,55,16.13,3.10,14.06,4.57,0.25,OFF
238,8.717,3939,0,0,263,0,4082,0,0.47,0.39,1.00,121.00,41.50,42.25,88,55,15.55,2.86,14.06,4.57,0.27,OFF
239,8.764,3881,0,0,263,0,4082,0,0.47,0.39,1.00,121.25,41.25,42.00,88,55,15.36,2.78,13.96,4.57,0.27,OFF
240,8.796,3803,0,0,263,0,4082,0,0.47,0.38,1.00,120.75,40.50,41.25,88,55,15.19,2.71,13.96,4.55,0.27,OFF
241,8.844,3787,0,0,263,0,4082,0,0.47,0.39,1.00,121.50,40.75,41.50,88,55,15.93,3.02,14.06,4.55,0.27,OFF
242,8.874,3750,0,0,263,0,4082,0,0.47,0.39,1.00,121.75,40.25,41.25,88,55,15.69,2.92,14.06,4.57,0.27,OFF
243,8.909,3742,0,0,263,0,4082,0,0.47,0.39,1.00,122.00,40.25,41.00,88,55,16.08,3.08,14.06,4.57,0.27,OFF
244,8.939,3654,0,0,279,0,4082,0,0.47,0.39,1.00,122.25,39.75,40.50,88,55,15.24,2.73,13.87,4.57,0.29,OFF
245,8.97,3640,0,0,263,0,4082,0,0.47,0.41,1.00,127.25,39.75,40.50,88,55,16.03,3.06,13.87,4.55,0.27,OFF
246,9.019,3683,0,0,279,0,4082,0,0.47,0.41,1.00,127.00,40.00,40.75,88,55,15.93,3.02,13.96,4.55,0.29,OFF
247,9.051,3605,0,0,506,0,4082,14,1.06,0.73,2.00,229.25,36.25,37.00,88,55,16.08,3.08,13.96,4.55,0.57,OFF
248,9.098,3810,0,0,994,0,4082,39,2.04,1.12,4.00,349.00,23.75,24.50,88,55,16.13,3.10,13.96,4.57,1.16,OFF
249,9.133,4148,0,0,994,0,4082,39,2.06,1.10,4.00,344.75,25.00,25.75,88,55,16.13,3.10,13.96,4.55,1.16,OFF
250,9.18,4783,0,0,897,0,4082,17,1.18,0.90,4.00,281.50,32.50,33.25,88,55,15.79,2.96,13.87,4.57,1.04,OFF
251,9.21,5081,0,0,718,0,4082,17,1.18,0.62,3.00,194.00,38.00,38.75,88,55,15.93,3.02,13.87,4.55,0.82,OFF
252,9.258,5193,0,0,425,0,4082,0,0.47,0.36,2.00,111.75,34.25,35.00,88,55,16.22,3.14,13.58,4.55,0.47,OFF
253,9.292,5547,0,0,311,0,4082,0,0.47,0.26,1.00,82.25,44.00,44.75,88,55,15.31,2.76,13.58,4.55,0.33,OFF
254,9.354,4960,0,0,246,0,4082,0,0.47,0.21,1.00,66.50,43.75,44.50,88,55,15.31,2.76,13.77,4.57,0.25,OFF
255,9.386,5026,0,0,230,0,4082,0,0.47,0.20,1.00,63.75,43.75,44.75,88,55,15.41,2.80,13.77,4.57,0.24,OFF
256,9.436,4770,0,0,214,0,4082,0,0.47,0.25,1.00,78.25,42.75,43.75,88,55,15.98,3.04,13.87,4.55,0.22,OFF
257,9.466,4606,0,0,279,0,4082,0,0.47,0.46,2.00,143.00,42.25,43.00,88,55,15.55,2.86,13.87,4.55,0.29,OFF
258,9.513,4664,0,0,441,0,4082,6,0.75,0.56,2.00,175.25,42.50,43.25,88,55,14.81,2.55,13.87,4.55,0.49,OFF
259,9.545,4675,0,0,506,0,4082,7,0.76,0.56,2.00,176.50,40.25,41.00,88,55,16.08,3.08,13.87,4.55,0.57,OFF
260,9.595,4870,0,0,864,0,4082,23,1.41,0.84,3.00,262.25,34.00,34.75,88,55,15.31,2.76,13.87,4.55,1.00,OFF
261,9.627,4986,0,0,880,0,4082,23,1.41,0.81,3.00,254.75,35.00,35.50,88,55,16.08,3.08,13.87,4.55,1.02,OFF
262,9.677,5681,0,0,718,0,4082,23,1.41,0.60,3.00,189.25,33.25,34.00,88,55,15.19,2.71,13.77,4.55,0.82,OFF
263,9.708,5716,0,0,555,0,4082,5,0.71,0.46,2.00,145.50,39.50,40.25,88,55,15.55,2.86,13.77,4.55,0.63,OFF
264,9.758,5530,0,0,311,0,4082,0,0.47,0.28,1.00,86.75,44.00,44.75,88,55,15.79,2.96,13.87,4.55,0.33,OFF
265,9.792,5482,0,0,263,0,4082,0,0.47,0.22,1.00,69.75,44.00,44.75,88,55,15.74,2.94,13.87,4.55,0.27,OFF
266,9.838,5419,0,0,328,0,4082,17,1.18,0.46,2.00,144.75,44.00,44.75,88,55,15.98,3.04,13.87,4.55,0.35,OFF
267,9.871,5193,0,0,929,0,4082,17,1.18,0.68,3.00,214.75,27.00,27.75,88,55,15.79,2.96,13.87,4.55,1.08,OFF
268,9.899,4973,0,0,978,0,4082,42,2.18,1.00,4.00,311.50,18.50,19.25,88,55,15.93,3.02,13.48,4.57,1.14,OFF
269,9.931,5237,0,0,994,0,4082,42,2.18,0.82,4.00,257.50,21.50,22.25,88,55,15.98,3.04,13.48,4.55,1.16,OFF
270,9.961,5252,0,0,864,0,4082,29,1.65,0.70,3.00,218.75,30.25,26.25,88,55,15.50,2.84,13.48,4.55,1.00,OFF
271,9.997,5787,0,0,555,0,4082,29,1.65,0.48,2.00,151.25,40.50,41.25,88,55,15.41,2.80,13.58,4.55,0.63,OFF
272,10.027,5841,0,0,409,0,4082,0,0.47,0.44,2.00,136.25,42.00,42.75,88,55,15.19,2.71,13.58,4.55,0.45,OFF
273,10.058,5751,0,0,295,0,4082,0,0.47,0.27,1.00,84.00,44.00,44.75,88,55,15.55,2.86,13.58,4.57,0.31,OFF
274,10.106,5419,0,0,214,0,4082,0,0.47,0.20,1.00,64.75,44.00,44.75,88,55,15.89,3.00,13.96,4.55,0.22,OFF
275,10.137,5208,0,0,198,0,4082,0,0.47,0.19,1.00,59.00,44.00,44.75,88,55,15.55,2.86,13.96,4.57,0.20,OFF
276,10.187,5151,0,0,198,0,4082,0,0.47,0.19,1.00,58.00,44.00,44.75,88,55,16.08,3.08,13.96,4.55,0.20,OFF
277,10.217,4934,0,0,263,0,4082,0,0.47,0.46,2.00,145.75,43.50,44.25,88,55,16.03,3.06,13.96,4.57,0.27,OFF
278,10.251,4711,0,0,880,0,4082,27,1.59,0.67,3.00,210.00,21.00,21.75,88,55,16.08,3.08,13.67,4.55,1.02,OFF
279,10.28,4687,0,0,962,0,4082,27,1.59,0.81,3.00,252.25,17.25,18.00,88,55,16.08,3.08,13.67,4.55,1.12,OFF
280,10.313,4699,0,0,978,0,4082,28,1.63,0.89,3.00,278.75,15.50,16.25,88,55,15.50,2.84,13.67,4.55,1.14,OFF
281,10.362,4921,0,0,783,0,4082,7,0.78,0.61,3.00,190.50,22.00,24.50,88,55,15.50,2.84,13.48,4.55,0.90,OFF
282,10.393,5108,0,0,571,0,4082,0,0.47,0.48,2.00,150.75,30.75,31.50,88,55,16.13,3.10,13.48,4.57,0.65,OFF
283,10.441,5193,0,0,393,0,4082,0,0.47,0.31,1.00,98.50,34.75,35.50,88,55,16.03,3.06,13.67,4.55,0.43,OFF
284,10.472,5026,0,0,344,0,4082,0,0.47,0.32,1.00,100.25,44.00,44.75,88,55,15.69,2.92,13.67,4.55,0.37,OFF
285,10.522,4474,0,0,311,0,4082,0,0.47,0.34,1.00,107.75,42.00,42.75,88,55,15.69,2.92,13.87,4.55,0.33,OFF
286,10.556,4380,0,0,328,0,4082,2,0.59,0.63,2.00,198.00,42.00,42.75,88,55,16.08,3.08,13.87,4.57,0.35,OFF
287,10.616,4232,0,0,799,0,4082,18,1.20,0.91,3.00,285.25,33.00,33.75,88,55,15.89,3.00,13.87,4.55,0.92,OFF
288,10.651,4380,0,0,864,0,4082,18,1.20,0.95,3.00,297.25,31.50,32.25,88,55,15.50,2.84,13.67,4.55,1.00,OFF
289,10.699,4539,0,0,571,0,4082,0,0.47,0.63,2.00,197.75,36.75,37.50,88,55,15.74,2.94,13.67,4.57,0.65,OFF
290,10.73,4595,0,0,490,0,4082,0,0.47,0.58,2.00,181.25,40.25,41.00,88,55,15.89,3.00,13.96,4.55,0.55,OFF
291,10.764,4464,0,0,393,0,4082,0,0.47,0.48,2.00,151.25,42.00,42.75,88,55,15.89,3.00,13.96,4.57,0.43,OFF
292,10.798,4507,0,0,344,0,4082,0,0.47,0.42,2.00,130.75,42.00,42.75,88,55,15.93,3.02,13.96,4.57,0.37,OFF
293,10.829,4370,0,0,311,0,4082,0,0.47,0.42,2.00,132.50,42.00,42.75,88,55,16.08,3.08,13.77,4.55,0.33,OFF
294,10.875,4032,0,0,360,0,4082,0,0.47,0.68,2.00,214.75,42.00,42.75,88,54,15.89,3.00,13.77,4.57,0.39,OFF
295,10.905,3997,0,0,685,0,4082,17,1.18,0.93,3.00,291.00,34.50,35.25,88,54,15.50,2.84,13.87,4.57,0.78,OFF
296,10.937,4032,0,0,978,0,4082,27,1.57,1.15,4.00,358.00,25.25,26.00,88,55,15.14,2.69,13.87,4.57,1.14,OFF
297,10.985,4300,0,0,880,0,4082,9,0.86,0.91,3.00,283.50,30.75,31.50,88,55,15.89,3.00,13.87,4.57,1.02,OFF
298,11.018,4360,0,0,653,0,4082,0,0.47,0.69,3.00,217.00,34.50,35.25,88,54,16.08,3.08,13.58,4.55,0.75,OFF
299,11.065,4360,0,0,393,0,4082,0,0.47,0.52,2.00,161.50,42.00,42.75,88,54,15.65,2.90,13.58,4.55,0.43,OFF
300,11.098,4157,0,0,311,0,4082,0,0.47,0.42,1.00,132.25,42.00,42.75,88,54,15.19,2.71,13.77,4.55,0.33,OFF
301,11.145,3964,0,0,263,0,4082,0,0.47,0.39,1.00,121.25,41.50,42.25,88,54,15.14,2.69,13.87,4.57,0.27,OFF
302,11.177,3735,0,0,246,0,4082,0,0.47,0.37,1.00,117.75,40.25,41.00,88,54,15.89,3.00,13.87,4.55,0.25,OFF
303,11.211,3421,0,0,230,0,4082,0,0.47,0.37,1.00,115.25,38.25,39.00,88,54,15.31,2.76,13.87,4.57,0.24,OFF
304,11.24,3312,0,0,230,0,4082,0,0.47,0.37,1.00,115.25,37.75,38.50,88,54,15.93,3.02,14.06,4.55,0.24,OFF
305,11.273,3172,0,0,230,0,4082,0,0.47,0.36,1.00,111.25,37.00,37.75,88,54,15.89,3.00,14.06,4.55,0.24,OFF
306,11.32,2985,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,35.75,36.50,88,54,15.50,2.84,14.06,4.55,0.22,OFF
307,11.351,2916,0,0,214,0,4082,0,0.47,0.36,1.00,111.00,35.50,36.25,88,54,15.93,3.02,14.06,4.55,0.22,OFF
308,11.4,2871,0,0,230,0,4082,1,0.55,0.35,1.00,110.50,35.00,35.75,88,54,16.08,3.08,13.96,4.55,0.24,OFF
309,11.433,2781,0,0,425,0,4082,5,0.71,0.52,1.00,161.25,34.75,35.50,88,54,15.50,2.84,13.96,4.55,0.47,OFF
310,11.482,2802,0,0,604,0,4082,5,0.69,0.67,2.00,209.00,29.25,30.25,88,54,15.45,2.82,13.87,4.55,0.69,OFF
311,11.512,2948,0,0,588,0,4082,2,0.57,0.61,1.00,190.25,30.50,31.25,88,54,15.93,3.02,13.87,4.55,0.67,OFF
312,11.546,3145,0,0,506,0,4082,0,0.47,0.58,2.00,181.25,33.50,34.25,88,54,15.98,3.04,13.87,4.57,0.57,OFF
313,11.58,3255,0,0,425,0,4082,0,0.47,0.51,1.00,160.75,37.75,38.50,88,54,15.89,3.00,13.96,4.55,0.47,OFF
314,11.613,3396,5,1,376,0,4082,0,0.47,0.48,1.00,150.25,38.25,39.00,88,54,15.98,3.04,13.96,4.55,0.41,OFF
315,11.642,3390,5,1,360,0,4082,0,0.47,0.47,1.00,147.00,38.25,39.00,88,54,15.50,2.84,14.06,4.55,0.39,OFF
316,11.675,3453,5,1,328,0,4082,0,0.47,0.44,1.00,137.50,38.50,39.25,88,54,15.19,2.71,14.06,4.55,0.35,OFF
317,11.714,3478,5,1,311,0,4082,0,0.47,0.43,1.00,134.50,38.75,39.50,88,54,16.03,3.06,14.06,4.57,0.33,OFF
318,11.744,3453,5,1,295,0,4082,0,0.47,0.42,1.00,131.50,38.50,39.25,88,54,16.17,3.12,13.96,4.55,0.31,OFF
319,11.776,3459,5,1,279,0,4082,0,0.47,0.42,1.00,131.50,38.50,39.25,88,54,15.74,2.94,13.96,4.57,0.29,OFF
320,11.81,3446,5,1,279,0,4082,0,0.47,0.41,1.00,127.25,38.50,39.25,88,54,15.24,2.73,13.96,4.55,0.29,OFF
321,11.843,3440,5,1,279,0,4082,0,0.47,0.41,1.00,127.25,38.50,39.25,88,54,15.36,2.78,13.96,4.55,0.29,OFF
322,11.871,3459,5,1,279,0,4082,0,0.47,0.41,1.00,127.00,38.75,39.25,88,54,16.03,3.06,13.96,4.57,0.29,OFF
323,11.909,3440,4,1,279,0,4082,0,0.47,0.41,1.00,127.00,38.50,39.25,88,54,15.19,2.71,14.06,4.55,0.29,OFF
324,11.955,3402,4,1,279,0,4082,0,0.47,0.41,1.00,127.00,38.25,39.00,88,54,15.55,2.86,14.06,4.55,0.29,OFF
325,11.987,3402,4,1,425,0,4082,0,0.47,0.68,2.00,213.75,38.25,39.00,88,54,15.36,2.78,13.96,4.55,0.47,OFF
326,12.017,3378,4,1,848,0,4082,23,1.39,0.93,3.00,290.75,27.75,28.50,88,54,15.55,2.86,13.96,4.55,0.98,OFF
327,12.048,3472,4,1,962,0,4082,25,1.51,1.03,3.00,321.00,24.50,27.00,88,54,15.69,2.92,14.06,4.55,1.12,OFF
328,12.097,3964,4,1,929,0,4082,20,1.29,0.88,3.00,274.75,26.75,27.50,88,54,15.69,2.92,14.06,4.57,1.08,OFF
329,12.128,4232,4,1,783,0,4082,6,0.75,0.79,3.00,247.00,33.25,32.00,88,54,15.14,2.69,14.06,4.55,0.90,OFF
330,12.175,4687,4,1,539,0,4082,0,0.47,0.52,2.00,164.50,39.75,40.50,88,54,15.74,2.94,13.58,4.55,0.61,OFF
331,12.206,4934,4,1,425,0,4082,0,0.47,0.39,2.00,121.25,43.75,44.00,88,54,15.93,3.02,13.58,4.57,0.47,OFF
332,12.256,4908,3,1,328,0,4082,0,0.47,0.30,1.00,93.25,43.50,44.25,88,54,16.13,3.10,13.87,4.55,0.35,OFF
333,12.287,4770,3,1,311,0,4082,0,0.47,0.31,1.00,98.75,43.00,43.75,88,54,15.14,2.69,13.87,4.57,0.33,OFF
334,12.336,4618,3,1,295,0,4082,0,0.47,0.37,1.00,115.50,42.25,43.00,88,54,15.36,2.78,13.87,4.57,0.31,OFF
335,12.366,4474,3,1,295,0,4082,0,0.47,0.39,1.00,122.00,42.00,42.75,88,54,15.89,3.00,13.87,4.57,0.31,OFF
336,12.418,4330,3,1,295,0,4082,0,0.47,0.40,1.00,124.50,42.00,42.75,88,54,15.14,2.69,13.77,4.55,0.31,OFF
337,12.448,4290,3,1,279,0,4082,0,0.47,0.40,1.00,125.50,42.00,42.75,88,54,15.55,2.86,13.77,4.57,0.29,OFF
338,12.494,4213,3,1,295,0,4082,0,0.47,0.40,1.00,126.25,42.00,42.75,88,54,15.74,2.94,13.87,4.55,0.31,OFF
339,12.527,4120,3,1,393,0,4082,5,0.69,0.66,2.00,205.75,42.00,43.00,88,54,15.50,2.84,13.87,4.57,0.43,OFF
340,12.577,4222,4,1,604,0,4082,9,0.86,0.78,3.00,245.75,36.25,37.25,88,54,15.29,2.75,13.96,4.57,0.69,OFF
341,12.607,4290,4,1,653,0,4082,9,0.86,0.78,3.00,243.50,35.50,36.50,88,54,15.93,3.02,13.96,4.57,0.75,OFF
342,12.673,4606,4,1,523,0,4082,0,0.49,0.61,2.00,190.50,39.00,40.00,88,54,15.50,2.84,13.87,4.57,0.59,OFF
343,12.704,4629,4,1,441,0,4082,0,0.47,0.55,2.00,173.00,42.00,43.00,88,54,16.03,3.06,13.77,4.57,0.49,OFF
344,12.752,4507,4,1,360,0,4082,0,0.47,0.46,2.00,144.25,42.00,43.00,88,54,16.08,3.08,13.77,4.55,0.39,OFF
345,12.782,4391,4,1,328,0,4082,0,0.47,0.44,2.00,138.00,42.00,43.00,88,54,15.14,2.69,13.77,4.55,0.35,OFF
346,12.833,4157,4,1,311,0,4082,0,0.47,0.44,2.00,136.50,42.00,43.00,88,54,15.09,2.67,13.77,4.55,0.33,OFF
347,12.862,4023,5,1,311,0,4082,0,0.47,0.44,1.00,137.00,42.00,43.00,88,54,15.69,2.92,13.87,4.57,0.33,OFF
348,12.895,3865,5,1,311,0,4082,0,0.47,0.43,1.00,134.25,41.00,42.00,88,54,15.31,2.76,13.87,4.55,0.33,OFF
349,12.923,3690,5,1,311,0,4082,0,0.47,0.43,1.00,134.50,40.00,41.00,88,54,15.74,2.94,13.87,4.57,0.33,OFF
350,12.952,3578,5,1,311,0,4082,0,0.47,0.43,1.00,135.00,39.25,40.25,88,54,15.50,2.84,14.06,4.55,0.33,OFF
351,13.001,3384,5,1,669,0,4082,15,1.08,0.77,2.00,240.25,31.25,32.25,88,54,15.00,2.63,14.06,4.57,0.76,OFF
352,13.031,3342,5,1,799,0,4082,15,1.08,0.85,2.00,267.25,28.50,29.50,88,54,15.89,3.00,13.96,4.57,0.92,OFF
353,13.08,3598,6,1,750,0,4082,4,0.67,0.72,2.00,225.75,32.25,32.00,88,54,15.55,2.86,13.96,4.57,0.86,OFF
354,13.111,3757,6,1,604,0,4082,4,0.67,0.63,2.00,196.25,34.75,35.75,88,54,15.14,2.69,13.96,4.57,0.69,OFF
355,13.159,3890,6,1,425,0,4082,0,0.47,0.54,2.00,170.50,41.25,42.25,88,54,15.50,2.84,13.87,4.55,0.47,OFF
356,13.19,3765,6,1,344,0,4082,0,0.47,0.46,1.00,144.75,40.50,41.50,88,54,15.36,2.78,14.06,4.55,0.37,OFF
357,13.24,3591,6,1,279,0,4082,0,0.47,0.42,1.00,131.00,39.25,40.25,88,54,15.93,3.02,14.06,4.55,0.29,OFF
358,13.271,3421,7,1,263,0,4082,0,0.47,0.39,1.00,123.00,38.25,39.25,88,54,15.55,2.86,14.06,4.55,0.27,OFF
