Tune Datalog export of DL
Tune file: Race map for Sunday - TPS disabled4.bin
Total Frames: 7976
Duration :00:04:59.547
Frame,Duration,RPM,VSS(kmh),Gear,MAP(mBar),Boost(psi),PA(mBar),TPS(%),TPS Voltage(v),INJ Duration(ms),INJ Duty(%),Fuel Value,IGN Table(degrees),IGN Final(degrees),ECT(C),IAT(C),A/F Ratio,D14(v),BAT Voltage(v),ELD Voltage(v),MAP Voltage(v),MIL
6773,254.842,2450,21,1,246,0,4082,0,0.47,0.37,1.00,116.75,32.25,31.50,101,52,12.40,1.45,13.96,4.55,0.25,OFF
6774,254.873,2454,21,1,246,0,4082,0,0.47,0.37,1.00,116.75,32.25,31.50,101,52,12.83,1.67,13.96,4.57,0.25,OFF
6775,254.921,2422,20,1,246,0,4082,0,0.47,0.37,1.00,116.75,31.75,31.00,101,52,17.30,3.88,13.87,4.57,0.25,OFF
6776,254.951,2428,20,1,246,0,4082,0,0.47,0.38,1.00,120.00,31.75,31.00,101,52,17.30,3.88,13.87,4.57,0.25,OFF
6777,254.988,2422,20,1,246,0,4082,0,0.47,0.37,1.00,116.75,32.25,31.00,101,52,17.30,3.88,13.96,4.55,0.25,OFF
6778,255.018,2467,20,1,263,0,4082,0,0.47,0.37,1.00,116.75,32.25,31.50,101,52,16.48,3.25,13.96,4.57,0.27,OFF
6779,255.036,2476,20,1,246,0,4082,0,0.47,0.37,1.00,117.00,32.50,31.75,101,52,16.08,3.08,13.96,4.55,0.25,OFF
6780,255.067,2486,20,1,246,0,4082,0,0.47,0.37,1.00,117.00,32.25,32.00,101,52,15.31,2.76,13.96,4.57,0.25,OFF
6781,255.099,2467,20,1,246,0,4082,0,0.47,0.37,1.00,116.75,32.25,31.50,101,52,15.50,2.84,13.96,4.57,0.25,OFF
6782,255.129,2422,20,1,246,0,4082,0,0.47,0.37,1.00,116.75,31.75,31.00,101,52,16.08,3.08,13.77,4.57,0.25,OFF
6783,255.177,2385,20,1,246,0,4082,0,0.47,0.37,1.00,117.00,31.50,30.75,101,52,15.69,2.92,13.77,4.57,0.25,OFF
6784,255.208,2373,20,1,246,0,4082,0,0.47,0.37,1.00,116.50,31.00,30.25,101,52,15.93,3.02,14.06,4.57,0.25,OFF
6785,255.243,2349,20,1,263,0,4082,0,0.47,0.37,1.00,115.75,31.25,30.50,101,52,15.93,3.02,14.06,4.55,0.27,OFF
6786,255.273,2343,20,1,263,0,4082,0,0.47,0.38,1.00,118.75,31.00,30.25,101,52,16.13,3.10,14.06,4.57,0.27,OFF
6787,255.304,2352,20,1,263,0,4082,0,0.47,0.37,1.00,115.75,30.75,30.00,101,52,15.09,2.67,13.77,4.55,0.27,OFF
6788,255.354,2352,19,1,246,0,4082,0,0.47,0.38,1.00,119.75,30.75,30.50,101,52,15.89,3.00,13.77,4.57,0.25,OFF
6789,255.385,2332,19,1,263,0,4082,0,0.47,0.38,1.00,119.00,30.75,30.00,101,52,16.32,3.18,13.77,4.57,0.27,OFF
6790,255.434,2329,19,1,263,0,4082,0,0.47,0.38,1.00,119.50,30.75,30.00,101,52,16.08,3.08,13.77,4.57,0.27,OFF
6791,255.464,2332,19,1,263,0,4082,0,0.47,0.38,1.00,119.00,30.75,30.00,101,52,15.89,3.00,13.96,4.57,0.27,OFF
6792,255.514,2332,19,1,263,0,4082,0,0.47,0.38,1.00,118.50,30.75,30.00,101,52,16.32,3.18,13.96,4.55,0.27,OFF
6793,255.546,2283,19,1,263,0,4082,0,0.47,0.38,1.00,118.00,30.25,29.50,101,52,16.36,3.20,13.67,4.55,0.27,OFF
6794,255.594,2242,19,1,263,0,4082,0,0.47,0.38,1.00,118.75,30.00,28.75,101,52,16.48,3.25,13.67,4.55,0.27,OFF
6795,255.625,2264,19,1,263,0,4082,0,0.47,0.38,1.00,118.75,30.00,29.25,101,52,16.32,3.18,13.67,4.55,0.27,OFF
6796,255.672,2232,19,1,263,0,4082,0,0.47,0.38,1.00,118.75,29.75,29.00,101,52,16.13,3.10,13.67,4.55,0.27,OFF
6797,255.709,2234,19,1,263,0,4082,0,0.47,0.38,1.00,119.00,29.75,29.00,101,52,15.89,3.00,13.77,4.55,0.27,OFF
6798,255.752,2229,19,1,263,0,4082,0,0.47,0.38,1.00,118.50,29.75,29.00,101,52,15.69,2.92,13.77,4.55,0.27,OFF
6799,255.774,2226,19,1,263,0,4082,0,0.47,0.38,1.00,118.25,29.75,29.00,101,52,15.55,2.86,13.87,4.55,0.27,OFF
6800,255.801,2211,18,1,263,0,4082,0,0.47,0.38,1.00,118.25,29.25,28.50,101,52,16.46,3.24,13.87,4.57,0.27,OFF
6801,255.849,2226,18,1,263,0,4082,0,0.47,0.38,1.00,118.25,29.75,29.00,101,52,16.08,3.08,13.87,4.57,0.27,OFF
6802,255.879,2185,18,1,263,0,4082,0,0.47,0.38,1.00,118.25,29.00,28.25,101,52,15.41,2.80,13.96,4.57,0.27,OFF
6803,255.928,2170,18,1,263,0,4082,0,0.47,0.38,1.00,118.50,28.75,28.00,101,52,15.55,2.86,13.96,4.57,0.27,OFF
6804,255.96,2147,18,1,263,0,4082,0,0.47,0.38,1.00,119.00,28.50,27.75,101,52,15.65,2.90,13.77,4.57,0.27,OFF
6805,255.993,2162,18,1,263,0,4082,0,0.47,0.38,1.00,119.00,28.75,28.00,101,52,15.50,2.84,13.77,4.55,0.27,OFF
6806,256.024,2185,18,1,263,0,4082,0,0.47,0.38,1.00,118.75,28.50,27.75,101,52,16.13,3.10,13.77,4.55,0.27,OFF
6807,256.055,2140,18,1,263,0,4082,0,0.47,0.38,1.00,118.75,28.50,27.75,101,52,15.36,2.78,13.87,4.55,0.27,OFF
6808,256.09,2137,18,1,263,0,4082,0,0.47,0.38,1.00,118.75,28.50,27.75,101,52,16.27,3.16,13.87,4.55,0.27,OFF
6809,256.121,2137,18,1,263,0,4082,0,0.47,0.38,1.00,118.75,28.75,27.75,101,52,15.93,3.02,13.77,4.55,0.27,OFF
6810,256.151,2150,18,1,263,0,4082,0,0.47,0.38,1.00,119.25,28.50,27.75,101,52,16.08,3.08,13.77,4.57,0.27,OFF
6811,256.201,2099,18,1,263,0,4082,0,0.47,0.38,1.00,119.25,28.25,27.50,101,52,16.22,3.14,13.67,4.55,0.27,OFF
6812,256.232,2104,18,1,263,0,4082,0,0.47,0.38,1.00,119.50,28.25,27.50,101,52,15.55,2.86,13.67,4.55,0.27,OFF
6813,256.28,2051,17,1,279,0,4082,0,0.47,0.38,1.00,119.75,27.50,26.75,101,52,15.31,2.76,14.06,4.55,0.29,OFF
6814,256.3,2029,17,1,279,0,4082,0,0.47,0.38,1.00,118.75,27.00,26.25,101,52,15.50,2.84,14.06,4.57,0.29,OFF
6815,256.33,2042,17,1,263,0,4082,0,0.47,0.38,1.00,119.00,27.25,26.50,101,52,15.74,2.94,14.06,4.55,0.27,OFF
6816,256.378,2022,17,1,263,0,4082,0,0.47,0.39,1.00,122.75,27.00,26.25,101,52,15.19,2.71,13.77,4.55,0.27,OFF
6817,256.408,2033,17,1,279,0,4082,0,0.47,0.39,1.00,122.75,27.25,26.50,101,52,16.08,3.08,13.77,4.57,0.29,OFF
6818,256.457,2046,17,1,279,0,4082,0,0.47,0.39,1.00,122.75,27.50,26.75,101,52,16.13,3.10,13.87,4.57,0.29,OFF
6819,256.488,2046,17,1,279,0,4082,0,0.47,0.39,1.00,122.25,27.50,26.75,101,52,16.13,3.10,13.87,4.55,0.29,OFF
6820,256.539,2046,17,1,263,0,4082,0,0.47,0.39,1.00,122.50,27.50,26.75,101,52,15.05,2.65,13.77,4.55,0.27,OFF
6821,256.569,2029,17,1,263,0,4082,0,0.47,0.39,1.00,123.00,27.00,26.25,101,52,15.55,2.86,13.77,4.55,0.27,OFF
6822,256.617,2035,17,1,279,0,4082,0,0.47,0.39,1.00,122.75,27.25,26.50,101,52,16.17,3.12,13.96,4.55,0.29,OFF
6823,256.647,2011,17,1,279,0,4082,0,0.47,0.39,1.00,122.25,27.00,26.25,101,52,16.27,3.16,13.96,4.57,0.29,OFF
6824,256.698,1990,16,1,279,0,4082,0,0.47,0.39,1.00,123.00,26.75,26.00,101,52,15.45,2.82,13.67,4.55,0.29,OFF
6825,256.729,1988,16,1,279,0,4082,0,0.47,0.39,1.00,123.00,26.75,26.00,101,52,15.19,2.71,13.67,4.55,0.29,OFF
6826,256.763,1992,16,1,279,0,4082,0,0.47,0.39,1.00,123.00,26.75,26.00,101,52,16.08,3.08,13.87,4.55,0.29,OFF
6827,256.794,1975,16,1,279,0,4082,0,0.47,0.39,1.00,122.50,26.50,25.75,101,52,16.13,3.10,13.87,4.55,0.29,OFF
6828,256.823,1984,16,1,279,0,4082,0,0.47,0.39,1.00,122.50,26.50,25.75,101,52,15.29,2.75,13.87,4.55,0.29,OFF
6829,256.874,1959,16,1,279,0,4082,0,0.47,0.39,1.00,122.50,26.25,25.50,101,52,15.31,2.76,13.87,4.55,0.29,OFF
6830,256.904,1945,16,1,279,0,4082,0,0.47,0.39,1.00,122.25,26.00,25.50,101,52,16.08,3.08,13.87,4.55,0.29,OFF
6831,256.95,1919,16,1,279,0,4082,0,0.47,0.39,1.00,121.75,25.50,25.00,101,52,16.22,3.14,13.96,4.55,0.29,OFF
6832,256.969,1882,16,1,279,0,4082,0,0.47,0.40,1.00,124.75,25.50,24.75,101,52,16.22,3.14,13.96,4.57,0.29,OFF
6833,257,1884,16,1,279,0,4082,0,0.47,0.39,1.00,121.75,25.25,24.75,101,52,15.93,3.02,13.96,4.57,0.29,OFF
6834,257.046,1869,16,1,279,0,4082,0,0.47,0.40,1.00,125.00,25.25,24.50,101,52,15.74,2.94,13.77,4.55,0.29,OFF
6835,257.079,1899,16,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.75,25.00,101,52,16.13,3.10,13.77,4.57,0.31,OFF
6836,257.128,1961,16,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.50,25.75,101,52,16.27,3.16,13.87,4.55,0.31,OFF
6837,257.158,1940,16,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.25,25.50,101,52,15.05,2.65,13.87,4.55,0.31,OFF
6838,257.209,1936,16,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.00,25.25,101,52,16.32,3.18,13.87,4.55,0.31,OFF
6839,257.239,1947,16,1,295,0,4082,0,0.47,0.39,1.00,122.25,26.25,25.50,101,52,16.08,3.08,13.87,4.57,0.31,OFF
6840,257.289,1943,16,1,279,0,4082,0,0.47,0.40,1.00,125.50,26.25,25.50,101,52,15.50,2.84,13.77,4.55,0.29,OFF
6841,257.322,1932,15,1,279,0,4082,0,0.47,0.40,1.00,125.50,26.00,25.25,101,52,16.13,3.10,13.77,4.57,0.29,OFF
6842,257.368,1907,15,1,295,0,4082,0,0.47,0.40,1.00,125.25,25.75,25.00,101,52,16.13,3.10,13.87,4.55,0.31,OFF
6843,257.401,1852,15,1,279,0,4082,0,0.47,0.40,1.00,124.75,25.00,24.25,101,52,15.19,2.71,13.87,4.57,0.29,OFF
6844,257.446,1765,13,1,295,0,4082,0,0.47,0.40,1.00,124.50,24.00,23.25,101,52,15.55,2.86,13.77,4.55,0.31,OFF
6845,257.478,1710,13,1,295,0,4082,0,0.47,0.40,1.00,124.75,23.25,22.50,101,52,15.41,2.80,13.77,4.57,0.31,OFF
6846,257.529,1692,14,1,311,0,4082,0,0.47,0.42,1.00,130.50,23.00,22.25,101,52,15.79,2.96,13.77,4.55,0.33,OFF
6847,257.559,1681,14,1,295,0,4082,0,0.47,0.42,1.00,130.75,22.75,22.00,101,52,15.74,2.94,13.77,4.55,0.31,OFF
6848,257.607,1690,14,1,311,0,4082,0,0.47,0.42,1.00,130.50,23.00,22.25,101,52,15.50,2.84,13.77,4.55,0.33,OFF
6849,257.639,1696,14,1,311,0,4082,0,0.47,0.42,1.00,130.50,23.00,22.25,101,52,15.74,2.94,13.77,4.55,0.33,OFF
6850,257.688,1692,14,1,311,0,4082,0,0.47,0.42,1.00,130.25,23.00,22.25,101,52,16.41,3.22,13.77,4.55,0.33,OFF
6851,257.735,1710,14,1,311,0,4082,0,0.47,0.42,1.00,130.25,23.25,22.50,101,52,16.22,3.14,13.77,4.57,0.33,OFF
6852,257.785,1713,14,1,311,0,4082,0,0.47,0.42,1.00,130.75,23.25,22.50,101,52,17.30,3.84,13.67,4.55,0.33,OFF
6853,257.815,1717,14,1,328,0,4082,0,0.47,0.42,1.00,130.75,23.25,22.50,101,52,17.30,3.84,13.67,4.57,0.35,OFF
6854,257.851,1720,14,1,311,0,4082,0,0.47,0.43,1.00,135.50,23.50,22.75,101,52,17.30,3.88,13.77,4.55,0.33,OFF
6855,257.883,1724,14,1,328,0,4082,0,0.47,0.42,1.00,130.25,23.50,22.75,101,52,17.30,3.88,13.77,4.55,0.35,OFF
6856,257.913,1713,14,1,311,0,4082,0,0.47,0.42,1.00,130.25,23.25,22.50,101,52,17.30,3.88,13.77,4.57,0.33,OFF
6857,257.96,1649,13,1,311,0,4082,0,0.47,0.43,1.00,135.50,22.25,21.50,101,52,16.36,3.20,13.77,4.57,0.33,OFF
6858,257.992,1579,13,1,328,0,4082,0,0.47,0.43,1.00,135.50,21.50,20.75,101,52,16.36,3.20,13.77,4.57,0.35,OFF
6859,258.039,1524,13,1,328,0,4082,0,0.47,0.43,1.00,135.75,20.25,19.50,101,52,11.90,1.20,13.77,4.55,0.35,OFF
6860,258.07,1510,13,1,328,0,4082,0,0.47,0.43,1.00,135.75,20.25,19.50,101,52,11.62,1.06,13.77,4.55,0.35,OFF
6861,258.119,1520,13,1,328,0,4082,0,0.47,0.44,1.00,139.25,20.00,19.25,101,52,11.28,0.90,13.67,4.55,0.35,OFF
6862,258.15,1531,12,1,344,0,4082,0,0.47,0.44,1.00,139.25,20.25,19.50,101,52,11.62,1.06,13.67,4.55,0.37,OFF
6863,258.199,1547,12,1,328,0,4082,0,0.47,0.44,1.00,139.25,20.50,19.75,101,52,11.74,1.12,13.87,4.55,0.35,OFF
6864,258.229,1557,12,1,344,0,4082,0,0.47,0.44,1.00,139.00,20.50,19.75,101,52,11.05,0.80,13.87,4.57,0.37,OFF
6865,258.28,1575,12,1,344,0,4082,0,0.47,0.44,1.00,139.00,21.00,20.25,101,52,11.09,0.82,13.96,4.57,0.37,OFF
6866,258.31,1582,12,1,344,0,4082,0,0.47,0.44,1.00,139.00,21.00,20.25,101,52,10.82,0.67,13.96,4.57,0.37,OFF
6867,258.36,1520,12,1,344,0,4082,0,0.47,0.44,1.00,139.25,20.00,19.25,101,52,11.00,0.78,13.87,4.57,0.37,OFF
6868,258.391,1486,12,1,344,0,4082,0,0.47,0.44,1.00,138.50,19.50,18.75,101,52,14.23,2.31,13.87,4.57,0.37,OFF
6869,258.439,1420,12,1,344,0,4082,0,0.47,0.44,1.00,136.75,18.50,18.00,101,52,13.82,2.14,13.96,4.55,0.37,OFF
6870,258.472,1380,11,1,344,0,4082,0,0.47,0.44,1.00,138.75,18.25,17.50,101,52,14.06,2.24,13.96,4.57,0.37,OFF
6871,258.507,1390,11,1,360,0,4082,0,0.47,0.44,1.00,138.75,18.50,17.75,101,52,11.58,1.04,13.77,4.55,0.39,OFF
6872,258.537,1389,11,1,360,0,4082,0,0.47,0.44,1.00,139.75,18.25,17.50,101,52,11.42,0.96,13.77,4.55,0.39,OFF
6873,258.566,1399,11,1,360,0,4082,0,0.47,0.44,1.00,139.75,18.50,17.75,101,52,11.05,0.80,13.77,4.55,0.39,OFF
6874,258.615,1438,11,1,360,0,4082,0,0.47,0.45,1.00,140.50,18.75,18.00,101,52,11.42,0.96,13.77,4.55,0.39,OFF
6875,258.645,1438,11,1,360,0,4082,0,0.47,0.45,1.00,140.75,18.75,18.00,101,52,11.09,0.82,13.67,4.57,0.39,OFF
6876,258.694,1438,11,1,360,0,4082,0,0.47,0.45,1.00,141.00,18.50,18.00,101,52,11.50,1.00,13.67,4.55,0.39,OFF
6877,258.73,1395,11,1,360,0,4082,0,0.47,0.45,1.00,140.00,18.50,17.75,101,52,13.14,1.84,13.96,4.57,0.39,OFF
6878,258.775,1332,11,1,360,0,4082,0,0.47,0.45,0.00,140.50,17.75,17.00,101,52,17.30,3.88,13.96,4.55,0.39,OFF
6879,258.806,1295,11,1,360,0,4082,0,0.47,0.45,0.00,140.50,17.50,13.25,101,52,17.30,3.88,13.96,4.55,0.39,OFF
6880,258.856,1261,10,1,376,0,4082,0,0.47,0.44,0.00,139.25,17.25,13.00,101,52,17.30,3.88,13.77,4.57,0.41,OFF
6881,258.887,1257,10,1,376,0,4082,0,0.47,0.44,0.00,138.75,17.25,13.00,101,52,17.30,3.88,13.77,4.55,0.41,OFF
6882,258.935,1273,10,1,376,0,4082,0,0.47,0.45,0.00,141.75,17.00,12.75,101,52,17.30,3.88,13.87,4.55,0.41,OFF
6883,258.967,1286,10,1,376,0,4082,0,0.47,0.45,0.00,142.25,17.25,13.00,101,52,17.30,3.88,13.87,4.57,0.41,OFF
6884,259,1308,10,1,376,0,4082,0,0.47,0.45,0.00,142.25,17.25,13.00,101,52,17.30,3.71,13.87,4.55,0.41,OFF
6885,259.029,1321,10,1,376,0,4082,0,0.47,0.46,1.00,143.00,17.25,13.00,101,52,17.30,3.63,13.87,4.55,0.41,OFF
6886,259.061,1320,10,1,376,0,4082,0,0.47,0.46,1.00,143.00,17.25,13.00,101,52,17.30,3.63,13.77,4.55,0.41,OFF
6887,259.111,1279,10,1,393,0,4082,0,0.47,0.45,0.00,142.00,17.00,12.75,101,52,17.30,3.88,13.77,4.57,0.43,OFF
6888,259.141,1219,10,1,393,0,4082,0,0.47,0.45,0.00,141.25,16.75,12.50,101,52,17.30,3.88,13.67,4.57,0.43,OFF
6889,259.189,1188,10,1,409,0,4082,0,0.47,0.45,0.00,142.00,16.50,12.25,101,52,17.30,3.88,13.67,4.55,0.45,OFF
6890,259.221,1204,10,1,409,0,4082,0,0.47,0.46,0.00,144.00,16.50,12.25,101,52,17.30,3.88,13.77,4.55,0.45,OFF
6891,259.27,1230,10,1,409,0,4082,0,0.47,0.46,0.00,143.75,16.50,12.25,101,52,17.30,3.88,13.77,4.57,0.45,OFF
6892,259.302,1245,10,1,393,0,4082,0,0.47,0.46,0.00,143.75,16.50,12.25,101,52,17.30,3.88,13.77,4.55,0.43,OFF
6893,259.349,1278,10,1,393,0,4082,0,0.47,0.46,0.00,144.25,16.75,12.50,101,52,17.30,3.75,13.77,4.55,0.43,OFF
6894,259.381,1297,10,1,409,0,4082,0,0.47,0.46,0.00,145.25,17.00,12.75,101,52,17.30,3.75,13.77,4.57,0.45,OFF
6895,259.43,1349,10,1,393,0,4082,0,0.47,0.46,1.00,144.00,17.50,13.25,101,52,17.30,3.84,13.77,4.55,0.43,OFF
6896,259.46,1350,10,1,393,0,4082,0,0.47,0.46,1.00,144.00,17.50,13.25,101,52,17.30,3.84,13.77,4.55,0.43,OFF
6897,259.512,1395,10,1,393,0,4082,0,0.47,0.46,1.00,144.75,17.75,13.50,101,52,17.30,3.88,13.87,4.55,0.43,OFF
6898,259.542,1410,10,1,376,0,4082,0,0.47,0.47,1.00,146.00,18.00,13.75,101,52,17.30,3.88,13.87,4.57,0.41,OFF
6899,259.59,1443,8,1,376,0,4082,0,0.47,0.47,1.00,147.00,18.25,14.00,101,52,17.30,3.88,13.77,4.55,0.41,OFF
6900,259.621,1459,8,1,376,0,4082,0,0.47,0.46,1.00,144.50,18.75,14.50,101,52,17.30,3.88,13.77,4.55,0.41,OFF
6901,259.671,1504,8,1,376,0,4082,0,0.47,0.46,1.00,145.00,19.25,15.00,101,52,17.30,3.88,14.06,4.57,0.41,OFF
6902,259.702,1515,8,1,360,0,4082,0,0.47,0.46,1.00,145.25,19.50,18.75,101,52,17.30,3.88,14.06,4.57,0.39,OFF
6903,259.735,1530,8,1,360,0,4082,0,0.47,0.46,1.00,145.25,20.25,19.50,101,52,17.30,3.88,13.96,4.55,0.39,OFF
6904,259.78,1586,8,1,376,0,4082,0,0.47,0.47,1.00,146.50,20.75,20.00,101,52,12.24,1.37,13.96,4.57,0.41,OFF
6905,259.815,1633,8,1,360,0,4082,0,0.47,0.46,1.00,143.50,21.75,21.00,101,52,11.58,1.04,13.96,4.55,0.39,OFF
6906,259.862,1665,8,1,344,0,4082,0,0.47,0.46,1.00,144.25,22.50,21.50,101,52,11.42,0.96,13.96,4.57,0.37,OFF
6907,259.896,1701,8,1,344,0,4082,0,0.47,0.46,1.00,144.75,23.25,22.50,101,52,17.30,3.88,13.77,4.55,0.37,OFF
6908,259.928,1718,8,1,344,0,4082,0,0.47,0.45,1.00,140.50,23.50,22.50,101,52,17.30,3.88,13.77,4.57,0.37,OFF
6909,259.957,1762,8,1,344,0,4082,0,0.47,0.45,1.00,140.75,24.00,23.25,101,52,17.30,3.88,13.87,4.55,0.37,OFF
6910,259.99,1784,8,1,344,0,4082,0,0.47,0.45,1.00,140.50,24.25,23.50,101,52,17.30,3.88,13.87,4.57,0.37,OFF
6911,260.023,1813,8,1,328,0,4082,0,0.47,0.45,1.00,140.00,24.75,24.00,101,52,17.30,3.88,13.87,4.57,0.35,OFF
6912,260.055,1818,8,1,344,0,4082,0,0.47,0.45,1.00,140.00,24.75,24.00,101,52,17.30,3.88,13.87,4.55,0.37,OFF
6913,260.102,1854,7,1,328,0,4082,0,0.47,0.43,1.00,134.75,25.00,24.25,101,52,17.30,3.88,13.87,4.57,0.35,OFF
6914,260.132,1861,7,1,328,0,4082,0,0.47,0.43,1.00,134.75,25.25,24.50,101,52,14.76,2.53,13.96,4.55,0.35,OFF
6915,260.178,1903,7,1,311,0,4082,0,0.47,0.43,1.00,134.50,25.50,24.75,101,52,12.83,1.67,13.96,4.57,0.33,OFF
6916,260.208,1913,7,1,311,0,4082,0,0.47,0.43,1.00,134.25,26.00,25.00,101,52,12.83,1.67,13.96,4.55,0.33,OFF
6917,260.244,1930,7,1,311,0,4082,0,0.47,0.41,1.00,129.50,26.00,25.25,101,52,14.71,2.51,13.96,4.55,0.33,OFF
6918,260.274,1947,7,1,311,0,4082,0,0.47,0.41,1.00,129.50,26.25,25.50,101,52,15.69,2.92,13.96,4.57,0.33,OFF
6919,260.303,1959,7,1,311,0,4082,0,0.47,0.41,1.00,129.50,26.25,25.50,101,52,15.45,2.82,13.77,4.55,0.33,OFF
6920,260.352,1977,7,1,311,0,4082,0,0.47,0.42,1.00,130.25,26.50,25.75,101,52,14.02,2.22,13.77,4.57,0.33,OFF
6921,260.383,1986,7,1,295,0,4082,0,0.47,0.42,1.00,130.25,26.75,26.00,101,52,13.11,1.82,13.77,4.57,0.31,OFF
6922,260.417,1996,7,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.50,26.00,101,52,13.97,2.20,13.77,4.57,0.31,OFF
6923,260.447,1996,7,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.75,26.00,101,52,12.98,1.75,13.77,4.57,0.31,OFF
6924,260.468,2007,7,1,295,0,4082,0,0.47,0.40,1.00,125.75,27.00,26.25,101,52,13.63,2.06,13.87,4.55,0.31,OFF
6925,260.51,2001,7,1,295,0,4082,0,0.47,0.40,1.00,125.75,27.00,26.25,101,52,13.31,1.92,13.87,4.57,0.31,OFF
6926,260.529,1998,5,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.75,26.00,101,52,13.82,2.14,13.67,4.57,0.31,OFF
6927,260.559,1994,5,1,295,0,4082,0,0.47,0.40,1.00,126.25,27.00,26.00,101,52,13.82,2.14,13.67,4.55,0.31,OFF
6928,260.593,2003,5,1,295,0,4082,0,0.47,0.40,1.00,126.25,27.00,26.25,101,52,17.30,3.84,13.67,4.55,0.31,OFF
6929,260.623,1990,5,1,295,0,4082,0,0.47,0.40,1.00,126.25,26.75,26.00,101,52,17.30,3.84,13.77,4.57,0.31,OFF
6930,260.654,1984,5,1,295,0,4082,0,0.47,0.40,1.00,126.00,26.50,25.75,101,52,17.30,3.88,13.77,4.55,0.31,OFF
6931,260.704,1990,5,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.50,25.75,101,52,11.70,1.10,13.87,4.55,0.31,OFF
6932,260.734,1979,5,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.50,25.75,101,52,11.62,1.06,13.87,4.55,0.31,OFF
6933,260.753,1996,5,1,279,0,4082,0,0.47,0.40,1.00,125.75,26.75,26.00,101,52,11.09,0.82,13.87,4.57,0.29,OFF
6934,260.785,1986,5,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.75,26.00,101,52,10.76,0.63,13.96,4.55,0.31,OFF
6935,260.815,1988,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.75,26.00,101,52,11.28,0.90,13.96,4.55,0.31,OFF
6936,260.847,1979,4,1,295,0,4082,0,0.47,0.40,1.00,125.25,26.50,25.75,101,52,11.09,0.82,13.96,4.57,0.31,OFF
6937,260.894,1979,4,1,295,0,4082,0,0.47,0.40,1.00,126.25,26.50,25.75,101,52,11.42,0.96,13.67,4.55,0.31,OFF
6938,260.926,1975,4,1,295,0,4082,0,0.47,0.40,1.00,126.00,26.50,25.75,101,52,11.58,1.04,13.67,4.57,0.31,OFF
6939,260.959,1973,4,1,279,0,4082,0,0.47,0.40,1.00,125.75,26.50,25.75,101,52,12.94,1.73,13.77,4.55,0.29,OFF
6940,260.977,1975,4,1,295,0,4082,0,0.47,0.40,1.00,125.75,26.50,25.75,101,52,12.52,1.51,13.77,4.57,0.31,OFF
6941,261.007,1979,4,1,279,0,4082,0,0.47,0.39,1.00,122.75,26.50,25.75,101,52,12.83,1.67,13.77,4.57,0.29,OFF
6942,261.054,1975,4,1,279,0,4082,0,0.47,0.40,1.00,125.25,26.50,25.75,101,52,12.36,1.43,14.06,4.55,0.29,OFF
6943,261.091,1982,4,1,295,0,4082,0,0.47,0.40,1.00,125.00,26.50,25.75,101,52,11.24,0.88,14.06,4.57,0.31,OFF
6944,261.12,1982,4,1,279,0,4082,0,0.47,0.40,1.00,126.00,26.50,25.75,101,52,11.58,1.04,13.67,4.55,0.29,OFF
6945,261.151,1955,4,1,295,0,4082,0,0.47,0.40,1.00,126.00,26.25,25.50,101,52,11.05,0.80,13.67,4.55,0.31,OFF
6946,261.182,1971,4,1,295,0,4082,0,0.47,0.40,1.00,126.00,26.50,25.75,101,52,17.30,3.84,13.67,4.55,0.31,OFF
6947,261.231,1971,4,1,279,0,4082,0,0.47,0.40,1.00,125.25,26.50,25.75,101,52,17.30,3.88,13.96,4.55,0.29,OFF
6948,261.266,1959,4,1,279,0,4082,0,0.47,0.40,1.00,125.25,26.25,25.50,101,52,17.30,3.88,14.06,4.55,0.29,OFF
6949,261.31,1965,4,1,279,0,4082,0,0.47,0.40,1.00,125.00,26.50,25.75,101,52,17.30,3.88,14.06,4.57,0.29,OFF
6950,261.347,1943,4,1,295,0,4082,0,0.47,0.40,1.00,124.75,26.25,25.50,101,52,17.30,3.88,14.06,4.57,0.31,OFF
6951,261.391,1936,4,1,279,0,4082,0,0.47,0.40,1.00,125.25,26.00,25.25,101,52,17.30,3.88,13.87,4.55,0.29,OFF
6952,261.425,1930,4,1,279,0,4082,0,0.47,0.39,1.00,122.25,26.25,25.25,101,52,10.92,0.73,13.87,4.55,0.29,OFF
6953,261.474,1925,4,1,295,0,4082,0,0.47,0.40,1.00,124.75,26.00,25.25,101,52,11.09,0.82,13.96,4.57,0.31,OFF
6954,261.506,1917,4,1,295,0,4082,0,0.47,0.40,1.00,125.00,25.75,25.00,101,52,10.95,0.75,13.96,4.57,0.31,OFF
6955,261.538,1911,4,1,295,0,4082,0,0.47,0.40,1.00,124.75,25.75,25.00,101,52,17.30,3.88,13.87,4.55,0.31,OFF
